Name,Profession,KnownMovie,About
" Emma Caulfield Ford
",Actress,WandaVision,"
    Born as Emma Chukker and raised in San Diego, California, Emma Caulfield began studying drama in at the La Jolla Playhouse and the Old Globe Theatre where she won the distinguished honor of ""Excellence in Theatre Arts"". She picked up her drama studies once again at The American School in ...                 "
" Christian Bale
",Actor,The,"
    Christian Charles Philip Bale was born in Pembrokeshire, Wales, UK on January 30, 1974, to English parents Jennifer ""Jenny"" (James) and David Bale. His mother was a circus performer and his father, who was born in South Africa, was a commercial pilot. The family lived in different countries ...                 "
" Shailene Woodley
",Actress,Divergent,"
    Actress Shailene Woodley was born in Simi Valley, California, to Lori (Victor), a middle school counselor, and Lonnie Woodley, a school principal. She has one brother, Tanner. She was educated at Simi Valley High School in California. When Woodley was four years old she began commercial modeling. ...                 "
" Janet Montgomery
",Actress,Black,"
    A native of Bournemouth in the UK, Janet Montgomery moved to London when she received a scholarship at a dance school. One of her first acting jobs was a guest star role on the critically-acclaimed UK teen drama series, Skins (2007), as Nicholas Hoult's love interest.Upon moving to Los Angeles, ...                 "
" Rainey Qualley
",Actress,Ocean's,"
    Rainey Qualley was born in Asheville, North Carolina. She is an actress and a singer. Her parents are Andie MacDowell and Paul Qualley. She is the middle sister of Justin Qualley and Sarah Margaret Qualley.Rainey began her dancing career at the age of two. She was Miss Golden Globe in 2012. In 2015...                 "
" Denzel Washington
",Actor,Fences,"
    Denzel Hayes Washington, Jr. was born on December 28, 1954 in Mount Vernon, New York. He is the middle of three children of a beautician mother, Lennis, from Georgia, and a Pentecostal minister father, Denzel Washington, Sr., from Virginia. After graduating from high school, Denzel enrolled at ...                 "
" Annie Murphy
",Actress,Schitt's,"
    Annie Murphy's past projects have included Rookie Blue, Flashpoint, Good God, The Story of Jen, Beauty and the Beast, and Blue Mountain State and has also worked in theatre in Montreal and Toronto.Murphy is currently starring in Schitt's Creek for CBC/ITV. She stars alongside Eugene Levy, Daniel ...                 "
" Cole Hauser
",Actor,2,"
    Cole Hauser was born in Santa Barbara, California. He is the son of Cass Warner, who founded a film production company (Warner Sisters), and Wings Hauser, an actor. His grandfathers were screenwriters Dwight Hauser and Milton Sperling, and his maternal great-grandfather was film mogul Harry M. ...                 "
" Evangeline Lilly
",Actress,Ant-Man,"
    Evangeline Lilly, born in Fort Saskatchewan, Alberta, in 1979, was discovered on the streets of Kelowna, British Columbia, by the famous Ford modeling agency. Although she initially decided to pass on a modeling career, she went ahead and signed with Ford anyway, to help pay for her University of ...                 "
" Cillian Murphy
",Actor,28,"
    Striking Irish actor Cillian Murphy was born in Douglas, the oldest child of Brendan Murphy, who works for the Irish Department of Education, and a mother who is a teacher of French. He has three younger siblings. Murphy was educated at Presentation Brothers College, Cork. He went on to study law ...                 "
" Alison Brie
",Actress,GLOW,"
    Alison Brie was born in Hollywood, California, to Joanne (Brenner), who worked at a non-profit child care agency, and Charles Terry Schermerhorn, a musician and entertainment reporter. Her mother is Jewish and her father has Scottish, Dutch, English, German, and Norwegian ancestry. Brie grew up in ...                 "
" Manny Montana
",Actor,Graceland,"
    Manny Montana is an actor, known for Graceland (2013), Good Girls (2018) and Power (2014). He has been married to Adelfa Marr since 2016. They have one child.                 "
" Emily VanCamp
",Actress,Revenge,"
    Emily Irene VanCamp (born May 12, 1986) is a Canadian actress, known for her lead roles on the WB series Everwood (2002), the ABC dramas Brothers & Sisters (2006) and Revenge (2011), and as Sharon Carter / Agent 13 in Captain America: The Winter Soldier (2014) and Captain America: Civil War (...                 "
" Matthew Goode
",Actor,Stoker,"
    Matthew William Goode (born 3 April 1978) is an English actor. His films include Chasing Liberty (2004), Match Point (2005), Imagine Me and You (2006), Brideshead Revisited (2008), Watchmen (2009), A Single Man (2009), Leap Year (2010), Stoker (2013) and The Imitation Game (2014). Goode also ...                 "
" Brad Pitt
",Producer,Ad,"
    An actor and producer known as much for his versatility as he is for his handsome face, Golden Globe-winner Brad Pitt's most widely recognized role may be Tyler Durden in Fight Club (1999). However, his portrayals of Billy Beane in Moneyball (2011), and Rusty Ryan in the remake of Ocean's Eleven (...                 "
" Patrick Schwarzenegger
",Actor,Scouts,"
    Patrick Schwarzenegger was born September 18, 1993 at St. Johns Hospital in Los Angeles, California. Patrick lives in LA and attended high school there. He is co-founder of #Project360, a hip modern apparel company that donates a portion of its proceeds to worthy charities. Patrick's first film was ...                 "
" Gina Carano
",Actress,The,"
    From pioneering women's MMA to blazing a trail in movies, GINA CARANO is one of Hollywood's most unique rising stars. Carano began her training with Muay Thai to competitive MMA, where she competed in Strikeforce and EliteXC. Her popularity led to her being called the ""Face of Women's MMA"" and she ...                 "
" Chris Evans
",Actor,The,"
    Christopher Robert Evans began his acting career in typical fashion: performing in school productions and community theatre.He was born in Boston, Massachusetts, the son of Lisa (Capuano), who worked at the Concord Youth Theatre, and G. Robert Evans III, a dentist. His uncle is former U.S. ...                 "
" Allison Dean
",Actress,Coming,"
    Allison Dean is known for her work on Coming to America (1988), Speed 2: Cruise Control (1997) and Tears of the Sun (2003).                 "
" Paul Bates
",Actor,Coming,"
    Paul Bates was born on December 24, 1958 in the USA. He is an actor, known for Coming to America (1988), True Romance (1993) and 8 Mile (2002).                 "
" Stanley Tucci
",Actor,Big,"
    Actor Stanley Tucci was born on November 11, 1960, in Peekskill, New York. He is the son of Joan (Tropiano), a writer, and Stanley Tucci, an art teacher. His family is Italian-American, with origins in Calabria.Tucci took an interest in acting while in high school, and went on to attend the State ...                 "
" Zendaya
",Actress,Spider-Man:,"
    Zendaya (which means ""to give thanks"" in the language of Shona) is an American actress and singer born in Oakland, California. She began her career appearing as a child model working for Macy's, Mervyns and Old Navy. She was a backup dancer before gaining prominence for her role as Rocky Blue on ...                 "
" Michael Stuhlbarg
",Actor,A,"
    Michael Stewart Stuhlbarg was born in Long Beach, California. He attended UCLA, and then The Juilliard School in New York City, where he graduated with a Bachelor of Fine Arts. His other studies included time at the Vilnius Conservatory in Lithuania, the British American Drama Academy at Baliol and...                 "
" Mason Temple
",Actor,Ginny,"
    Mason Temple is an actor, known for Ginny & Georgia (2021).                 "
" Matthew McConaughey
",Actor,Dallas,"
    American actor and producer Matthew David McConaughey was born in Uvalde, Texas. His mother, Mary Kathleen (McCabe), is a substitute school teacher originally from New Jersey. His father, James Donald McConaughey, was a Mississippi-born gas station owner who ran an oil pipe supply business. He is ...                 "
" Olivia Chenery
",Actress,Queens,"
    Olivia Chenery was born on March 11, 1989 in London, England. She is an actress, known for Queens (2016), Brotherhood (2016) and Penny Dreadful (2014).                 "
" Natasha Alam
",Actress,True,"
    Born in Tashkent, Uzbekistan, Natasha, Russian abbreviation for Natalia, attended school at the University of Technology for Aviation. In search of independence, Natasha moved to Moscow to model under ""Red Stars"" model management. A few years later, Natasha was scouted by the Italian agency, ""...                 "
" Olivia Cooke
",Actress,Ready,"
    Olivia Cooke was born and raised in Oldham, a former textile manufacturing town in Greater Manchester, North West England. She comes from a family of non-actors; her father, John, is a retired police officer, and her mother is a sales representative. Cooke attended Royton and Crompton Secondary ...                 "
" John Amos
",Actor,Coming,"
    A native of New Jersey and son of a mechanic, African-American John Amos has relied on his imposing build, eruptive nature and strong, forceful looks to obtain acting jobs, and a serious desire for better roles to earn a satisfying place in the annals of film and TV. He has found it a constant ...                 "
" Johnny Depp
",Actor,Sweeney,"
    Johnny Depp is perhaps one of the most versatile actors of his day and age in Hollywood.He was born John Christopher Depp II in Owensboro, Kentucky, on June 9, 1963, to Betty Sue (Wells), who worked as a waitress, and John Christopher Depp, a civil engineer.Depp was raised in Florida. He dropped ...                 "
